"Gene_Name" "Gene_ID"
"5263" "YHR078W" "YHR078W"
"5264" "PTC7-NMD2" "YHR076W-YHR077C"
"5265" "IRE1" "YHR079C"
"5266" "NMD2-YHR078W" "YHR077C-YHR078W"
"5267" "SAE3" "YHR079C-A"
"5268" "YHR080C" "YHR080C"
"5269" "YHR078W-IRE1" "YHR078W-YHR079C"
"5270" "IRE1-SAE3" "YHR079C-YHR079C-A"
"5271" "LRP1" "YHR081W"
"5272" "SAE3-YHR080C" "YHR079C-A-YHR080C"
"5273" "KSP1" "YHR082C"
"5274" "YHR080C-LRP1" "YHR080C-YHR081W"
"5275" "SAM35" "YHR083W"
"5276" "LRP1-KSP1" "YHR081W-YHR082C"
"5277" "STE12" "YHR084W"
"5278" "KSP1-SAM35" "YHR082C-YHR083W"
"5279" "IPI1" "YHR085W"
"5280" "NAM8" "YHR086W"
"5281" "SAM35-STE12" "YHR083W-YHR084W"
"5282" "YHR086W-A" "YHR086W-A"
"5283" "RTC3" "YHR087W"
"5284" "STE12-IPI1" "YHR084W-YHR085W"
"5285" "RPF1" "YHR088W"
"5286" "GAR1" "YHR089C"
"5287" "IPI1-NAM8" "YHR085W-YHR086W"
"5288" "YNG2" "YHR090C"
"5289" "MSR1" "YHR091C"
"5290" "NAM8-YHR086W-A" "YHR086W-YHR086W-A"
"5291" "YHR086W-A-RTC3" "YHR086W-A-YHR087W"
"5292" "RTC3-RPF1" "YHR087W-YHR088W"
"5293" "HXT4" "YHR092C"
"5294" "RPF1-GAR1" "YHR088W-YHR089C"
"5295" "GAR1-YNG2" "YHR089C-YHR090C"
"5296" "AHT1" "YHR093W"
"5297" "YNG2-MSR1" "YHR090C-YHR091C"
"5298" "HXT1" "YHR094C"
"5299" "MSR1-HXT4" "YHR091C-YHR092C"
"5300" "YHR095W" "YHR095W"
"5301" "HXT4-AHT1" "YHR092C-YHR093W"
"5302" "HXT5" "YHR096C"
"5303" "AHT1-HXT1" "YHR093W-YHR094C"
"5304" "YHR097C" "YHR097C"
"5305" "YHR095W-HXT5" "YHR095W-YHR096C"
"5306" "SFB3" "YHR098C"
"5307" "HXT5-YHR097C" "YHR096C-YHR097C"
"5308" "TRA1" "YHR099W"
"5309" "YHR097C-SFB3" "YHR097C-YHR098C"
"5310" "SFB3-TRA1" "YHR098C-YHR099W"
"5311" "GEP4" "YHR100C"
"5312" "BIG1" "YHR101C"
"5313" "KIC1" "YHR102W"
"5314" "TRA1-GEP4" "YHR099W-YHR100C"
"5315" "GEP4-BIG1" "YHR100C-YHR101C"
"5316" "SBE22" "YHR103W"
"5317" "BIG1-KIC1" "YHR101C-YHR102W"
"5318" "GRE3" "YHR104W"
"5319" "YPT35" "YHR105W"
"5320" "KIC1-SBE22" "YHR102W-YHR103W"
"5321" "TRR2" "YHR106W"
"5322" "CDC12" "YHR107C"
"5323" "SBE22-GRE3" "YHR103W-YHR104W"
"5324" "GGA2" "YHR108W"
"5325" "GRE3-YPT35" "YHR104W-YHR105W"
"5326" "CTM1" "YHR109W"
"5327" "YPT35-TRR2" "YHR105W-YHR106W"
"5328" "TRR2-CDC12" "YHR106W-YHR107C"
"5329" "ERP5" "YHR110W"
"5330" "CDC12-GGA2" "YHR107C-YHR108W"
"5331" "UBA4" "YHR111W"
"5332" "YHR112C" "YHR112C"
"5333" "GGA2-CTM1" "YHR108W-YHR109W"
"5334" "APE4" "YHR113W"
"5335" "CTM1-ERP5" "YHR109W-YHR110W"
"5336" "BZZ1" "YHR114W"
"5337" "UBA4-YHR112C" "YHR111W-YHR112C"
"5338" "DMA1" "YHR115C"
"5339" "YHR112C-APE4" "YHR112C-YHR113W"
"5340" "COX23" "YHR116W"
"5341" "TOM71" "YHR117W"
"5342" "APE4-BZZ1" "YHR113W-YHR114W"
"5343" "ORC6" "YHR118C"
"5344" "BZZ1-DMA1" "YHR114W-YHR115C"
"5345" "SET1" "YHR119W"
"5346" "DMA1-COX23" "YHR115C-YHR116W"
"5347" "COX23-TOM71" "YHR116W-YHR117W"
"5348" "MSH1" "YHR120W"
"5349" "LSM12" "YHR121W"
"5350" "CIA2" "YHR122W"
"5351" "SET1-MSH1" "YHR119W-YHR120W"
"5352" "EPT1" "YHR123W"
"5353" "NDT80" "YHR124W"
"5354" "MSH1-LSM12" "YHR120W-YHR121W"
"5355" "LSM12-CIA2" "YHR121W-YHR122W"
"5356" "tF(GAA)H2" "tF(GAA)H2"
"5357" "YHR125W" "YHR125W"
"5358" "CIA2-EPT1" "YHR122W-YHR123W"
"5359" "ANS1" "YHR126C"
"5360" "YHR127W" "YHR127W"
"5361" "EPT1-NDT80" "YHR123W-YHR124W"
"5362" "FUR1" "YHR128W"
"5363" "ARP1" "YHR129C"
"5364" "tF(GAA)H2-YHR125W" "tF(GAA)H2-YHR125W"
"5365" "YHR125W-ANS1" "YHR125W-YHR126C"
"5366" "YHR130C" "YHR130C"
"5367" "ANS1-YHR127W" "YHR126C-YHR127W"
"5368" "YHR131C" "YHR131C"
"5369" "YHR127W-FUR1" "YHR127W-YHR128W"
"5370" "YHR131W-A" "YHR131W-A"
"5371" "FUR1-ARP1" "YHR128W-YHR129C"
"5372" "ECM14" "YHR132C"
"5373" "ARP1-YHR130C" "YHR129C-YHR130C"
"5374" "IGO2" "YHR132W-A"
"5375" "NSG1" "YHR133C"
"5376" "WSS1" "YHR134W"
"5377" "YCK1" "YHR135C"
"5378" "YHR131W-A-ECM14" "YHR131W-A-YHR132C"
"5379" "SPL2" "YHR136C"
"5380" "ECM14-IGO2" "YHR132C-YHR132W-A"
"5381" "IGO2-NSG1" "YHR132W-A-YHR133C"
"5382" "ARO9" "YHR137W"
"5383" "YHR137C-A" "YHR137C-A"
"5384" "NSG1-WSS1" "YHR133C-YHR134W"
"5385" "YHR138C" "YHR138C"
"5386" "WSS1-YCK1" "YHR134W-YHR135C"
"5387" "SPS100" "YHR139C"
"5388" "YCK1-SPL2" "YHR135C-YHR136C"
"5389" "YHR139C-A" "YHR139C-A"
"5390" "SPL2-ARO9" "YHR136C-YHR137W"
"5391" "YHR140W" "YHR140W"
"5392" "SNR32" "snR32"
"5393" "RPL42B" "YHR141C"
"5394" "ARO9-YHR138C" "YHR137W-YHR138C"
"5395" "YHR138C-SPS100" "YHR138C-YHR139C"
"5396" "CHS7" "YHR142W"
"5397" "SPS100-YHR139C-A" "YHR139C-YHR139C-A"
"5398" "DSE2" "YHR143W"
"5399" "YHR139C-A-YHR140W" "YHR139C-A-YHR140W"
"5400" "YHR140W-SNR32" "YHR140W-snR32"
"5401" "SNR32-RPL42B" "snR32-YHR141C"
"5402" "RPC10" "YHR143W-A"
"5403" "DCD1" "YHR144C"
"5404" "RPL42B-CHS7" "YHR141C-YHR142W"
"5405" "SUF8" "tP(UGG)H"
"5406" "YHR145C" "YHR145C"
"5407" "CHS7-DSE2" "YHR142W-YHR143W"
"5408" "CRP1" "YHR146W"
"5409" "DSE2-RPC10" "YHR143W-YHR143W-A"
"5410" "RPC10-DCD1" "YHR143W-A-YHR144C"
"5411" "MRPL6" "YHR147C"
"5412" "IMP3" "YHR148W"
"5413" "DCD1-SUF8" "YHR144C-tP(UGG)H"
"5414" "SKG6" "YHR149C"
"5415" "YHR145C-CRP1" "YHR145C-YHR146W"
"5416" "CRP1-MRPL6" "YHR146W-YHR147C"
"5417" "PEX28" "YHR150W"
"5418" "MRPL6-IMP3" "YHR147C-YHR148W"
"5419" "IMP3-SKG6" "YHR148W-YHR149C"
"5420" "MTC6" "YHR151C"
"5421" "SPO12" "YHR152W"
"5422" "SKG6-PEX28" "YHR149C-YHR150W"
"5423" "SPO16" "YHR153C"
"5424" "RTT107" "YHR154W"
"5425" "PEX28-MTC6" "YHR150W-YHR151C"
"5426" "MTC6-SPO12" "YHR151C-YHR152W"
"5427" "YSP1" "YHR155W"
"5428" "SPO16-RTT107" "YHR153C-YHR154W"
"5429" "RTT107-YSP1" "YHR154W-YHR155W"
"5430" "SNR71" "snR71"
"5431" "LIN1" "YHR156C"
"5432" "REC104" "YHR157W"
"5433" "KEL1" "YHR158C"
"5434" "YSP1-SNR71" "YHR155W-snR71"
"5435" "LIN1-REC104" "YHR156C-YHR157W"
"5436" "TDA11" "YHR159W"
"5437" "REC104-KEL1" "YHR157W-YHR158C"
"5438" "PEX18" "YHR160C"
"5439" "YAP1801" "YHR161C"
"5440" "KEL1-TDA11" "YHR158C-YHR159W"
"5441" "MPC2" "YHR162W"
"5442" "SOL3" "YHR163W"
"5443" "TDA11-PEX18" "YHR159W-YHR160C"
"5444" "DNA2" "YHR164C"
"5445" "PEX18-YAP1801" "YHR160C-YHR161C"
"5446" "YAP1801-MPC2" "YHR161C-YHR162W"
"5447" "PRP8" "YHR165C"
"5448" "DNA2-PRP8" "YHR164C-YHR165C"
"5449" "YHR165W-A" "YHR165W-A"
"5450" "CDC23" "YHR166C"
"5451" "THP2" "YHR167W"
"5452" "MTG2" "YHR168W"
"5453" "YHR165W-A-CDC23" "YHR165W-A-YHR166C"
"5454" "DBP8" "YHR169W"
"5455" "NMD3" "YHR170W"
"5456" "CDC23-THP2" "YHR166C-YHR167W"
"5457" "THP2-MTG2" "YHR167W-YHR168W"
"5458" "ATG7" "YHR171W"
"5459" "MTG2-DBP8" "YHR168W-YHR169W"
"5460" "SPC97" "YHR172W"
"5461" "DBP8-NMD3" "YHR169W-YHR170W"
"5462" "NMD3-ATG7" "YHR170W-YHR171W"
"5463" "YHR173C" "YHR173C"
"5464" "ENO2" "YHR174W"
"5465" "ATG7-SPC97" "YHR171W-YHR172W"
"5466" "CTR2" "YHR175W"
"5467" "YHR175W-A" "YHR175W-A"
"5468" "FMO1" "YHR176W"
"5469" "YHR173C-ENO2" "YHR173C-YHR174W"
"5470" "YHR177W" "YHR177W"
"5471" "CTR2-YHR175W-A" "YHR175W-YHR175W-A"
"5472" "YHR175W-A-FMO1" "YHR175W-A-YHR176W"
"5473" "STB5" "YHR178W"
"5474" "FMO1-YHR177W" "YHR176W-YHR177W"
"5475" "OYE2" "YHR179W"
"5476" "YHR177W-STB5" "YHR177W-YHR178W"
"5477" "YHR180W" "YHR180W"
"5478" "STB5-OYE2" "YHR178W-YHR179W"
"5479" "YHR180W-A" "YHR180W-A"
"5480" "tT(UGU)H" "tT(UGU)H"
"5481" "YHR180C-B" "YHR180C-B"
"5482" "SVP26" "YHR181W"
"5483" "YHR182W" "YHR182W"
"5484" "OYE2-YHR180W" "YHR179W-YHR180W"
"5485" "YHR180W-YHR180W-A" "YHR180W-YHR180W-A"
"5486" "GND1" "YHR183W"
"5487" "YHR182C-A" "YHR182C-A"
"5488" "SSP1" "YHR184W"
"5489" "SVP26-YHR182W" "YHR181W-YHR182W"
"5490" "PFS1" "YHR185C"
"5491" "tV(CAC)H" "tV(CAC)H"
"5492" "YHR182W-YHR182C-A" "YHR182W-YHR182C-A"
"5493" "KOG1" "YHR186C"
"5494" "GND1-SSP1" "YHR183W-YHR184W"
"5495" "SSP1-PFS1" "YHR184W-YHR185C"
"5496" "PFS1-tV(CAC)H" "YHR185C-tV(CAC)H"
"5497" "tV(CAC)H-KOG1" "tV(CAC)H-YHR186C"
"5498" "IKI1" "YHR187W"
"5499" "GPI16" "YHR188C"
"5500" "PTH1" "YHR189W"
"5501" "ERG9" "YHR190W"
"5502" "KOG1-IKI1" "YHR186C-YHR187W"
"5503" "CTF8" "YHR191C"
"5504" "LNP1" "YHR192W"
"5505" "IKI1-GPI16" "YHR187W-YHR188C"
"5506" "EGD2" "YHR193C"
"5507" "MDM31" "YHR194W"
"5508" "YHR193C-A" "YHR193C-A"
"5509" "GPI16-PTH1" "YHR188C-YHR189W"
"5510" "PTH1-ERG9" "YHR189W-YHR190W"
"5511" "NVJ1" "YHR195W"
"5512" "ERG9-CTF8" "YHR190W-YHR191C"
"5513" "CTF8-LNP1" "YHR191C-YHR192W"
"5514" "UTP9" "YHR196W"
"5515" "EGD2-YHR193C-A" "YHR193C-YHR193C-A"
"5516" "RIX1" "YHR197W"
"5517" "AIM18" "YHR198C"
"5518" "NVJ1-UTP9" "YHR195W-YHR196W"
"5519" "AIM46" "YHR199C"
"5520" "NBL1" "YHR199C-A"
"5521" "UTP9-RIX1" "YHR196W-YHR197W"
"5522" "RPN10" "YHR200W"
"5523" "PPX1" "YHR201C"
"5524" "RIX1-AIM18" "YHR197W-YHR198C"
"5525" "AIM18-AIM46" "YHR198C-YHR199C"
"5526" "YHR202W" "YHR202W"
"5527" "AIM46-NBL1" "YHR199C-YHR199C-A"
"5528" "NBL1-RPN10" "YHR199C-A-YHR200W"
"5529" "RPS4B" "YHR203C"
"5530" "PPX1-YHR202W" "YHR201C-YHR202W"
"5531" "MNL1" "YHR204W"
"5532" "YHR202W-RPS4B" "YHR202W-YHR203C"
"5533" "SCH9" "YHR205W"
"5534" "RPS4B-MNL1" "YHR203C-YHR204W"
"5535" "SKN7" "YHR206W"
"5536" "MNL1-SCH9" "YHR204W-YHR205W"
"5537" "SET5" "YHR207C"
"5538" "SCH9-SKN7" "YHR205W-YHR206W"
"5539" "BAT1" "YHR208W"
"5540" "CRG1" "YHR209W"
"5541" "SKN7-SET5" "YHR206W-YHR207C"
"5542" "YHR210C" "YHR210C"
"5543" "SET5-BAT1" "YHR207C-YHR208W"
"5544" "BAT1-CRG1" "YHR208W-YHR209W"
"5545" "CRG1-YHR210C" "YHR209W-YHR210C"
"5546" "FLO5" "YHR211W"
"5547" "YHR210C-FLO5" "YHR210C-YHR211W"
"5548" "FLO5-YHR212C" "YHR211W-YHR212C"
"5549" "YHR212W-A" "YHR212W-A"
"5550" "YHR213W" "YHR213W"
"5551" "YHR212C" "YHR212C"
"5552" "YHR213W-B" "YHR213W-B"
"5553" "YHR214W" "YHR214W"
"5554" "YHR214W-A" "YHR214W-A"
"5555" "YHR213W-A" "YHR213W-A"
"5556" "YHR214C-B" "YHR214C-B"
"5557" "YHR214C-C" "YHR214C-C"
"5558" "YHR214C-D" "YHR214C-D"
"5559" "YHR214C-E" "YHR214C-E"
"5560" "PHO12" "YHR215W"
"5561" "IMD2" "YHR216W"
"5562" "YHR217C" "YHR217C"
"5563" "YHR214C-E-PHO12" "YHR214C-E-YHR215W"
"5564" "YHR218W" "YHR218W"
"5565" "PHO12-IMD2" "YHR215W-YHR216W"
"5566" "YHR218W-A" "YHR218W-A"
"5567" "YHR219W" "YHR219W"
"5568" "IMD2-YHR217C" "YHR216W-YHR217C"
"5569" "YHR219C-A" "YHR219C-A"
"5570" "YIL177C" "YIL177C"
"5571" "YIL175W" "YIL175W"
"5572" "YIL174W" "YIL174W"
"5573" "VTH1" "YIL173W"
"5574" "PAU14" "YIL176C"
"5575" "YIL177C-PAU14" "YIL177C-YIL176C"
"5576" "IMA3" "YIL172C"
"5577" "HXT12" "YIL170W"
"5578" "YIL171W-A" "YIL171W-A"
"5579" "YIL169C" "YIL169C"
"5580" "YIL171W" "YIL171W"
"5581" "HXT12-YIL169C" "YIL170W-YIL169C"
"5582" "YIL168W" "YIL168W"
"5583" "SDL1" "YIL167W"
"5584" "YIL166C" "YIL166C"
"5585" "YIL169C-YIL168W" "YIL169C-YIL168W"
"5586" "YIL165C" "YIL165C"
"5587" "NIT1" "YIL164C"
"5588" "SDL1-YIL166C" "YIL167W-YIL166C"
"5589" "YIL163C" "YIL163C"
"5590" "SUC2" "YIL162W"
"5591" "YIL166C-YIL165C" "YIL166C-YIL165C"
"5592" "YIL161W" "YIL161W"
"5593" "NIT1-YIL163C" "YIL164C-YIL163C"
"5594" "POT1" "YIL160C"
"5595" "BNR1" "YIL159W"
"5596" "SUC2-YIL161W" "YIL162W-YIL161W"
"5597" "YIL161W-POT1" "YIL161W-YIL160C"
"5598" "AIM20" "YIL158W"
"5599" "POT1-BNR1" "YIL160C-YIL159W"
"5600" "COA1" "YIL157C"
"5601" "YIL156W-A" "YIL156W-A"
"5602" "YIL156W-B" "YIL156W-B"
"5603" "UBP7" "YIL156W"
"5604" "BNR1-AIM20" "YIL159W-YIL158W"
"5605" "GUT2" "YIL155C"
"5606" "IMP2'" "YIL154C"
"5607" "RRD1" "YIL153W"
"5608" "UBP7-GUT2" "YIL156W-YIL155C"
"5609" "YIL152W" "YIL152W"
"5610" "ESL1" "YIL151C"
"5611" "GUT2-IMP2'" "YIL155C-YIL154C"
"5612" "IMP2'-RRD1" "YIL154C-YIL153W"
"5613" "MCM10" "YIL150C"
"5614" "RRD1-YIL152W" "YIL153W-YIL152W"
"5615" "MLP2" "YIL149C"
"5616" "ESL1-MCM10" "YIL151C-YIL150C"
"5617" "MCM10-MLP2" "YIL150C-YIL149C"
"5618" "RPL40A" "YIL148W"
"5619" "SLN1" "YIL147C"
"5620" "MLP2-RPL40A" "YIL149C-YIL148W"
"5621" "ATG32" "YIL146C"
"5622" "RPL40A-SLN1" "YIL148W-YIL147C"
"5623" "PAN6" "YIL145C"
"5624" "NDC80" "YIL144W"
"5625" "SLN1-ATG32" "YIL147C-YIL146C"
"5626" "SSL2" "YIL143C"
"5627" "ATG32-PAN6" "YIL146C-YIL145C"
"5628" "PAN6-NDC80" "YIL145C-YIL144W"
"5629" "YIL142C-A" "YIL142C-A"
"5630" "CCT2" "YIL142W"
"5631" "YIL141W" "YIL141W"
"5632" "NDC80-SSL2" "YIL144W-YIL143C"
"5633" "AXL2" "YIL140W"
"5634" "REV7" "YIL139C"
"5635" "SSL2-YIL142C-A" "YIL143C-YIL142C-A"
"5636" "TPM2" "YIL138C"
"5637" "TMA108" "YIL137C"
"5638" "OM45" "YIL136W"
"5639" "REV7-TPM2" "YIL139C-YIL138C"
"5640" "TPM2-TMA108" "YIL138C-YIL137C"
"5641" "VHS2" "YIL135C"
"5642" "YIL134C-A" "YIL134C-A"
"5643" "SNR68" "snR68"
"5644" "FLX1" "YIL134W"
"5645" "TMA108-OM45" "YIL137C-YIL136W"
"5646" "RPL16A" "YIL133C"
"5647" "OM45-VHS2" "YIL136W-YIL135C"
"5648" "CSM2" "YIL132C"
"5649" "FKH1" "YIL131C"
"5650" "VHS2-YIL134C-A" "YIL135C-YIL134C-A"
"5651" "YIL134C-A-SNR68" "YIL134C-A-snR68"
"5652" "SNR68-FLX1" "snR68-YIL134W"
"5653" "ASG1" "YIL130W"
"5654" "FLX1-RPL16A" "YIL134W-YIL133C"
"5655" "RPL16A-CSM2" "YIL133C-YIL132C"
"5656" "CSM2-FKH1" "YIL132C-YIL131C"
"5657" "TAO3" "YIL129C"
"5658" "FKH1-ASG1" "YIL131C-YIL130W"
"5659" "ASG1-TAO3" "YIL130W-YIL129C"
"5660" "MET18" "YIL128W"
"5661" "RRT14" "YIL127C"
"5662" "STH1" "YIL126W"
"5663" "TAO3-MET18" "YIL129C-YIL128W"
"5664" "MET18-RRT14" "YIL128W-YIL127C"
"5665" "KGD1" "YIL125W"
"5666" "RRT14-STH1" "YIL127C-YIL126W"
"5667" "AYR1" "YIL124W"
"5668" "STH1-KGD1" "YIL126W-YIL125W"
"5669" "SIM1" "YIL123W"
"5670" "POG1" "YIL122W"
"5671" "KGD1-AYR1" "YIL125W-YIL124W"
"5672" "QDR2" "YIL121W"
"5673" "AYR1-SIM1" "YIL124W-YIL123W"
"5674" "QDR1" "YIL120W"
"5675" "SIM1-POG1" "YIL123W-YIL122W"
"5676" "RPI1" "YIL119C"
"5677" "POG1-QDR2" "YIL122W-YIL121W"
"5678" "QDR2-QDR1" "YIL121W-YIL120W"
"5679" "RHO3" "YIL118W"
"5680" "PRM5" "YIL117C"
"5681" "QDR1-RPI1" "YIL120W-YIL119C"
"5682" "HIS5" "YIL116W"
"5683" "RPI1-RHO3" "YIL119C-YIL118W"
"5684" "YIL115W-A" "YIL115W-A"
"5685" "NUP159" "YIL115C"
"5686" "RHO3-PRM5" "YIL118W-YIL117C"
"5687" "PRM5-HIS5" "YIL117C-YIL116W"
"5688" "POR2" "YIL114C"
"5689" "SDP1" "YIL113W"
"5690" "HOS4" "YIL112W"
"5691" "NUP159-POR2" "YIL115C-YIL114C"
"5692" "POR2-SDP1" "YIL114C-YIL113W"
"5693" "COX5B" "YIL111W"
"5694" "HPM1" "YIL110W"
"5695" "SDP1-HOS4" "YIL113W-YIL112W"
"5696" "SEC24" "YIL109C"
"5697" "HOS4-COX5B" "YIL112W-YIL111W"
"5698" "COX5B-HPM1" "YIL111W-YIL110W"
"5699" "YIL108W" "YIL108W"
"5700" "HPM1-SEC24" "YIL110W-YIL109C"
"5701" "PFK26" "YIL107C"
"5702" "SEC24-YIL108W" "YIL109C-YIL108W"
"5703" "MOB1" "YIL106W"
"5704" "YIL105W-A" "YIL105W-A"
"5705" "SLM1" "YIL105C"
"5706" "YIL108W-PFK26" "YIL108W-YIL107C"
"5707" "SHQ1" "YIL104C"
"5708" "PFK26-MOB1" "YIL107C-YIL106W"
"5709" "DPH1" "YIL103W"
"5710" "YIL102C-A" "YIL102C-A"
"5711" "YIL102C" "YIL102C"
"5712" "SLM1-SHQ1" "YIL105C-YIL104C"
"5713" "tT(AGU)I1" "tT(AGU)I1"
"5714" "XBP1" "YIL101C"
"5715" "SHQ1-DPH1" "YIL104C-YIL103W"
"5716" "YIL100W" "YIL100W"
"5717" "YIL100C-A" "YIL100C-A"
"5718" "SGA1" "YIL099W"
"5719" "DPH1-YIL102C-A" "YIL103W-YIL102C-A"
"5720" "YIL102C-A-YIL102C" "YIL102C-A-YIL102C"
"5721" "FMC1" "YIL098C"
"5722" "YIL102C-tT(AGU)I1" "YIL102C-tT(AGU)I1"
"5723" "tT(AGU)I1-XBP1" "tT(AGU)I1-YIL101C"
"5724" "FYV10" "YIL097W"
"5725" "BMT5" "YIL096C"
"5726" "XBP1-YIL100C-A" "YIL101C-YIL100C-A"
"5727" "YIL100W-SGA1" "YIL100W-YIL099W"
"5728" "tI(AAU)I1" "tI(AAU)I1"
"5729" "PRK1" "YIL095W"
"5730" "SGA1-FMC1" "YIL099W-YIL098C"
"5731" "FMC1-FYV10" "YIL098C-YIL097W"
"5732" "LYS12" "YIL094C"
"5733" "RSM25" "YIL093C"
"5734" "BMT5-tI(AAU)I1" "YIL096C-tI(AAU)I1"
"5735" "tI(AAU)I1-PRK1" "tI(AAU)I1-YIL095W"
"5736" "YIL092W" "YIL092W"
"5737" "UTP25" "YIL091C"
"5738" "LYS12-RSM25" "YIL094C-YIL093C"
"5739" "ICE2" "YIL090W"
"5740" "RSM25-YIL092W" "YIL093C-YIL092W"
"5741" "YIL089W" "YIL089W"
"5742" "tE(CUC)I" "tE(CUC)I"
"5743" "AVT7" "YIL088C"
"5744" "UTP25-ICE2" "YIL091C-YIL090W"
"5745" "AIM19" "YIL087C"
"5746" "ICE2-YIL089W" "YIL090W-YIL089W"
"5747" "YIL086C" "YIL086C"
"5748" "KTR7" "YIL085C"
"5749" "YIL089W-tE(CUC)I" "YIL089W-tE(CUC)I"
"5750" "SDS3" "YIL084C"
"5751" "tE(CUC)I-AVT7" "tE(CUC)I-YIL088C"
"5752" "CAB2" "YIL083C"
"5753" "AVT7-AIM19" "YIL088C-YIL087C"
"5754" "YIL082W" "YIL082W"
"5755" "YIL082W-A" "YIL082W-A"
"5756" "YIL080W" "YIL080W"
"5757" "KTR7-SDS3" "YIL085C-YIL084C"
"5758" "SDS3-CAB2" "YIL084C-YIL083C"
"5759" "CAB2-YIL082W" "YIL083C-YIL082W"
"5760" "tI(AAU)I2" "tI(AAU)I2"
"5761" "THS1" "YIL078W"
"5762" "AIR1" "YIL079C"
"5763" "YIL077C" "YIL077C"
"5764" "SEC28" "YIL076W"
"5765" "AIR1-THS1" "YIL079C-YIL078W"
"5766" "RPN2" "YIL075C"
"5767" "THS1-YIL077C" "YIL078W-YIL077C"
"5768" "YIL077C-SEC28" "YIL077C-YIL076W"
"5769" "SER33" "YIL074C"
"5770" "SEC28-RPN2" "YIL076W-YIL075C"
"5771" "SPO22" "YIL073C"
"5772" "RPN2-SER33" "YIL075C-YIL074C"
"5773" "HOP1" "YIL072W"
"5774" "SER33-SPO22" "YIL074C-YIL073C"
"5775" "YIL071W-A" "YIL071W-A"
"5776" "PCI8" "YIL071C"
"5777" "MAM33" "YIL070C"
"5778" "SPO22-HOP1" "YIL073C-YIL072W"
"5779" "RPS24B" "YIL069C"
"5780" "YIL068W-A" "YIL068W-A"
"5781" "SEC6" "YIL068C"
"5782" "PCI8-MAM33" "YIL071C-YIL070C"
"5783" "YIL067C" "YIL067C"
"5784" "MAM33-RPS24B" "YIL070C-YIL069C"
"5785" "YIL066W-A" "YIL066W-A"
"5786" "RPS24B-YIL068W-A" "YIL069C-YIL068W-A"
"5787" "RNR3" "YIL066C"
"5788" "SEC6-YIL067C" "YIL068C-YIL067C"
"5789" "FIS1" "YIL065C"
"5790" "EFM4" "YIL064W"
"5791" "YRB2" "YIL063C"
"5792" "YIL066W-A-RNR3" "YIL066W-A-YIL066C"
"5793" "ARC15" "YIL062C"
"5794" "SNP1" "YIL061C"
"5795" "RNR3-FIS1" "YIL066C-YIL065C"
"5796" "YIL060W" "YIL060W"
"5797" "YIL059C" "YIL059C"
"5798" "FIS1-EFM4" "YIL065C-YIL064W"
"5799" "YIL058W" "YIL058W"
"5800" "RGI2" "YIL057C"
"5801" "SUP17" "tS(UGA)I"
"5802" "YRB2-ARC15" "YIL063C-YIL062C"
"5803" "ARC15-SNP1" "YIL062C-YIL061C"
"5804" "VHR1" "YIL056W"
"5805" "SNP1-YIL060W" "YIL061C-YIL060W"
"5806" "YIL055C" "YIL055C"
"5807" "YIL058W-RGI2" "YIL058W-YIL057C"
"5808" "RGI2-SUP17" "YIL057C-tS(UGA)I"
"5809" "SUP17-VHR1" "tS(UGA)I-YIL056W"
"5810" "YIL054W" "YIL054W"
"5811" "GPP1" "YIL053W"
"5812" "RPL34B" "YIL052C"
"5813" "VHR1-YIL055C" "YIL056W-YIL055C"
"5814" "MMF1" "YIL051C"
"5815" "PCL7" "YIL050W"
"5816" "YIL055C-YIL054W" "YIL055C-YIL054W"
"5817" "YIL054W-GPP1" "YIL054W-YIL053W"
"5818" "DFG10" "YIL049W"
"5819" "GPP1-RPL34B" "YIL053W-YIL052C"
"5820" "NEO1" "YIL048W"
"5821" "RPL34B-MMF1" "YIL052C-YIL051C"
"5822" "MMF1-PCL7" "YIL051C-YIL050W"
"5823" "PCL7-DFG10" "YIL050W-YIL049W"
"5824" "YIL047C-A" "YIL047C-A"
"5825" "SYG1" "YIL047C"
"5826" "DFG10-NEO1" "YIL049W-YIL048W"
"5827" "YIL046W-A" "YIL046W-A"
"5828" "MET30" "YIL046W"
"5829" "NEO1-YIL047C-A" "YIL048W-YIL047C-A"
"5830" "PIG2" "YIL045W"
"5831" "AGE2" "YIL044C"
"5832" "SYG1-YIL046W-A" "YIL047C-YIL046W-A"
"5833" "YIL046W-A-MET30" "YIL046W-A-YIL046W"
"5834" "CBR1" "YIL043C"
"5835" "PKP1" "YIL042C"
"5836" "MET30-PIG2" "YIL046W-YIL045W"
"5837" "GVP36" "YIL041W"
"5838" "APQ12" "YIL040W"
"5839" "TED1" "YIL039W"
"5840" "AGE2-CBR1" "YIL044C-YIL043C"
"5841" "CBR1-PKP1" "YIL043C-YIL042C"
"5842" "NOT3" "YIL038C"
"5843" "PKP1-GVP36" "YIL042C-YIL041W"
"5844" "GVP36-APQ12" "YIL041W-YIL040W"
"5845" "PRM2" "YIL037C"
"5846" "APQ12-TED1" "YIL040W-YIL039W"
"5847" "TED1-NOT3" "YIL039W-YIL038C"
"5848" "CST6" "YIL036W"
"5849" "CKA1" "YIL035C"
"5850" "NOT3-PRM2" "YIL038C-YIL037C"
"5851" "CAP2" "YIL034C"
"5852" "PRM2-CST6" "YIL037C-YIL036W"
"5853" "BCY1" "YIL033C"
"5854" "YIL032C" "YIL032C"
