"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"YNL217W",1372.73997216903,0.254797234170227,0.0899099316542005,2.83391644818721,0.00459813523476756,0.17001000012759
"YPL212C",4426.91512091659,-0.167885083896088,0.0593593834898114,-2.82828213545891,0.00467985425500139,0.171900528843842
"YBR089C-A",2858.01040397169,-0.310815502098358,0.110030081204763,-2.82482298199835,0.00473067433855424,0.172638894692694
"YCL005W-A",7145.82360615352,-0.381802356335351,0.135529784289383,-2.81711033731248,0.0048457875248572,0.175698876707726
"YMR187C",105.312984705449,-0.373814593433102,0.13309227051518,-2.8086874766365,0.00497439098880407,0.179205624083839
"YPL180W",555.000626617518,0.242804236827457,0.0867114363313097,2.80014087068911,0.00510803099038721,0.182847988318319
"YLL002W",150.319951146066,0.338231680103433,0.121006892049665,2.79514393250107,0.00518766130743187,0.184171721948891
"YLR354C",8152.47424552616,-0.452812178886086,0.162117037023173,-2.79311901574762,0.00522024814112255,0.184171721948891
"YLR224W",954.420917526431,-0.412077870151194,0.147736316262945,-2.78927944445134,0.00528254632320942,0.184171721948891
"YPR028W",9094.78730527211,-0.23502862867133,0.0843529566749474,-2.78625240816405,0.00533213344206809,0.184171721948891
"YCL025C",893.093664639894,0.330307582644581,0.118628512810427,2.78438610431226,0.00536291522810454,0.184171721948891
"YBR082C",12156.9630569864,-0.365223305428393,0.131187050347314,-2.78398900243183,0.00536948547492163,0.184171721948891
"YML126C",1309.32065318912,-0.514023091202083,0.184672737544406,-2.78342703983841,0.00537879584508826,0.184171721948891
"YAL043C",604.683084621916,0.277340581153224,0.0997011349853787,2.78171939761665,0.00540717688995855,0.184171721948891
"YJR116W",889.800641884392,-0.375404048083249,0.135100133848647,-2.77870966807342,0.00545752797978693,0.184766911122907
"YNL176C",719.987030094175,-0.274517178243518,0.0988799501922387,-2.77626735965999,0.00549869708229662,0.185045973667707
"YIL011W",2947.14800178481,-0.407947224757567,0.147338269274868,-2.7687798069388,0.0056266648018756,0.188225334443696
"YAL063C-A",13.0574568065898,-1.23468902393119,0.447066938919116,-2.76175426193742,0.00574917319003858,0.188969003033134
"YDR299W",5308.66544512447,-0.275507912900865,0.0997658202813937,-2.76154610991804,0.00575283926449708,0.188969003033134
"YBL075C",248.071525952898,0.389941381758008,0.141241910136123,2.76080507111663,0.00576590791754557,0.188969003033134
"YOR204W",2894.26614696044,0.357183270637844,0.129422858009559,2.75981597170001,0.00578339297539129,0.188969003033134
"YKL003C",1096.8348350975,0.224788761463412,0.0815457295911,2.75659758752033,0.00584061814814129,0.189582043191936
"YER004W",759.429622943184,-0.460392352074482,0.167119627240777,-2.75486703552284,0.0058715991723295,0.189582043191936
"YOR085W",794.600949958612,-0.564320306230446,0.205177991365172,-2.75039395051919,0.00595236552261338,0.189582043191936
"YDL093W",297.75747940125,0.228415737537851,0.0830532901820016,2.75023105089883,0.00595532565328721,0.189582043191936
"YMR016C",3043.10986848194,0.320386487983657,0.116530473618361,2.74937943728718,0.00597082235675672,0.189582043191936
"YAL037W",72.2603039258148,0.403912723169744,0.147156059973297,2.74479163986205,0.00605493275784059,0.191172596062158
"YBR032W",5.40660387813284,-1.89237621431681,0.693093384085282,-2.73033368629581,0.0063270248283996,0.198282643556343
"YMR025W",68.0113398508666,-0.515844130422062,0.18901601062883,-2.72910283475945,0.00635068965127079,0.198282643556343
"YGR035C",483.396433078688,-0.535354381253642,0.196591815941787,-2.72317735450476,0.00646573370920894,0.199804232312571
"YER085C",8.1901212109003,1.05919362537522,0.388990047340225,2.72293245705797,0.00647052851973095,0.199804232312571
"YGR058W",369.617021581052,-0.287265864575084,0.105733443535163,-2.71688743854777,0.006589901532508,0.202378396790683
"YPL218W",9484.14076161207,-0.204886184186914,0.075488716052998,-2.71412993755346,0.00664500965181065,0.202961707843347
"YJR109C",891.557269881058,-0.38221339854581,0.141353303395775,-2.70395802124023,0.00685189447596114,0.208149442999468
"YCR107W",66.1059026923875,0.427842358793686,0.158335748122348,2.70212105520913,0.00688986722435745,0.20817770860693
"YLR034C",298.876585989938,0.394713344966067,0.146297047906916,2.69802672448462,0.00697518408360201,0.20962852700451
"YJL192C",2636.02102273412,-0.318116545909635,0.118473017532923,-2.68513922017081,0.00724995998899094,0.216727527330474
"YGL117W",168.830251038815,-0.367646942735691,0.137087105784376,-2.68184918364214,0.00732164594271326,0.21771243491031
"YHR051W",3609.87324159255,-0.347261011845645,0.129651394398874,-2.67842095687218,0.0073970188663525,0.218177923435388
"YIR002C",398.452780061995,0.222368013280891,0.0830668679096892,2.6769760179552,0.00742899522754329,0.218177923435388
"YNR060W",607.656010829196,-0.459161082265213,0.171593801371507,-2.67586054155367,0.00745376535579974,0.218177923435388
"YIL138C",2007.76623559292,-0.234486854582814,0.0878278520448725,-2.66984617206637,0.00758860040502245,0.220310225183585
"YDL072C",1012.2604389999,-0.46986694780625,0.176081280579854,-2.66846621207507,0.00761984422295277,0.220310225183585
